CUSTOMER_NO;customer_name;CUSTOMER_SITE_NO;customer_site_name;site_address;CUSTOMER_WORKSITE_NO;CONTRACT_NO;CONTRACT;SERVICE_LINE_FIN;SERVICE_LINE_ENG;WO_NO;WO_PARENT_ID;WORK_ORDER_TYPE;WORK_ORDER_TYPE_ENG;ASSIGNMENT_TYPE;ASSIGNMENT_TYPE_ENG;PRIORITY_ID;WORK_DESCRIPTION;WORK_ORDER_DESCRIPTION;WORK_ORDER_PERFORMED_ACTION;WORK_TYPE_DESCRIPTION_FIN;WORK_TYPE_DESCRIPTION_ENG;PM_NO;PM_ACTION_DESCR;WORK_STARTED_DATETIME;WORK_FINISHED_DATETIME;WORK_FINISHED_DAYS;SLA_REQUIRED_START_DATETIME;SLA_REQUIRED_END_DATETIME;IS_SLA_VIOLATION;WORKTIME_HOURS;WORK_INVOICABLE;IS_SUBCONTRACTOR_WORK
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;20012362;KH;Kiinteistöhuolto;Property maintenance;52423928;52423928;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;Laite tai johto viallinen // Mod 55 NH Teho projektori rikki , NH Teho, Kerros 1 / Pyyntö lähetetty palvelunapista // ;Laite tai johto viallinen;Tykki on hoidossa Cgi:n pojilla;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;2.2.2024 8:50;2.2.2024 13:04;0.18.00;8.2.2024 12:03;;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;1104440;KH;Kiinteistöhuolto;Property maintenance;52410964;52410964;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;A-toimiston alakerran naisten WC:n lavuaari ei vedä kunnolla.;Lavuaari ei vedä / A-toimiston alakerran naisten WC:n lavuaa;Tukos avattu.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;2.2.2024 7:02;5.2.2024 7:12;3.01.00;7.2.2024 5:00;;0;72.15;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52436432;52436432;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.2.2024 4:31;2.2.2024 11:01;0.27.00;5.2.2024 3:21;5.2.2024 3:21;1;4.48;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52436617;52436617;Tilaustyö;On-demand work;;;;Härmälänkadun asunnon siivous;Mobiilista luotu;;Siivouksen lisäpalvelut;Additional cleaning services;;;2.2.2024 9:24;2.2.2024 10:41;0.05.00;5.2.2024 3:22;5.2.2024 3:22;1;1.28;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52436047;52436047;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.2.2024 8:14;2.2.2024 16:14;0.33.00;5.2.2024 3:18;5.2.2024 3:18;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52436064;52436064;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.2.2024 5:00;2.2.2024 13:00;0.33.00;5.2.2024 3:18;5.2.2024 3:18;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;3108277;KT;Kiinteistötekniikka;Technical services;52410856;52410856;Tilaustyö;On-demand work;;;4;Mod 55 [NAME] pöytään // ;Etusermi pöytää;hoidettu;Korjaus ja kunnossapito sähkö;Repairs and maintenance electrical;;;2.2.2024 8:50;5.2.2024 8:31;;6.2.2024 17:52;;0;;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52436005;52436005;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;2.2.2024 6:00;2.2.2024 14:00;0.33.00;5.2.2024 3:18;5.2.2024 3:18;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;20012362;KH;Kiinteistöhuolto;Property maintenance;52428971;52428971;Tilaustyö;On-demand work;;;4;Laite tai johto viallinen // Wc pytyn rengas irti, Mod 30 vanha miesten wc, Kerros 1 / Pyyntö lähetetty palvelunapista;Laite tai johto viallinen;Kansi korjattu;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;2.2.2024 13:04;2.2.2024 13:04;0.00.00;9.2.2024 9:53;;0;;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;20012362;KH;Kiinteistöhuolto;Property maintenance;6290345;6290345;EH-työ;Scheduled work;DS-osoitus;Dynamically scheduled;3; Ilmanvaihtojärjestelmien hoito  Sähköjärjestelmien hoito Lamppujen, loisteputkien ym. vaihto Lämpökeskusten hoito Lämmitysjärjestelmien hoito Vesi- ja viemärijärjestelmien hoito Jäähdytysjärjestelmien hoito Kylmäjärjestelmien hoito [NAME] hoito [NAME], sähkölukottomat ovet Hissien toiminnan seuranta;Viikkokierros;Tehty hommia omien havaintojen perusteella ja vähän muutakin ;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;534326;Viikkokierros;2.2.2024 11:02;2.2.2024 14:09;0.13.00;1.2.2024 10:00;8.2.2024 0:00;1;2.95;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52431094;52431094;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.2.2024 5:18;1.2.2024 12:56;0.32.00;3.2.2024 3:23;3.2.2024 3:23;1;7.13;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52433330;52433330;Tilaustyö;On-demand work;;;;;Lakko;;Siivouspalvelut;Cleaning services;;;1.2.2024 6:00;1.2.2024 13:30;0.31.00;3.2.2024 3:33;3.2.2024 3:33;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;3108277;KT;Kiinteistötekniikka;Technical services;52423513;52423513;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;3;WC kierros Tammikuu;"KOONTI; WC kierros Tammikuu + korjauksia vikalistalta";Tilattu työ: WC kierros Tammikuu + korjauksia vikalistalta Tehty työ: WC kierros ja vikojen korjausta vikalistan mukaan. Talvitien puolen portaiden lumityöt. 2.2 WC vikojen korjausta.  Asiakkaan järjestelmä: FIMX;Korjaus ja kunnossapito lämpö ja vesi;Repairs and maintenance heating and water systems;;;1.2.2024 5:04;2.2.2024 15:29;1.43.00;8.2.2024 5:02;;0;9.28;TOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52434126;52434126;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.2.2024 4:30;1.2.2024 11:01;0.27.00;3.2.2024 3:36;3.2.2024 3:36;1;4.45;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52431535;52431535;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.2.2024 6:00;1.2.2024 14:00;0.33.00;3.2.2024 3:25;3.2.2024 3:25;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52432752;52432752;Tilaustyö;On-demand work;;;;;Valmet ma-pe;;Siivouspalvelut;Cleaning services;;;1.2.2024 5:20;1.2.2024 13:20;0.33.00;3.2.2024 3:30;3.2.2024 3:30;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;20012362;KH;Kiinteistöhuolto;Property maintenance;52424228;52424228;Tilaustyö;On-demand work;;;3;;Lumensiirto 21.01.2024;Lumensiirto 21.01.2024;Kiinteistöhuollon lisäpalvelut;Additional property maintenance services;;;1.2.2024 15:29;1.2.2024 15:29;0.00.00;8.2.2024 15:28;;0;;TOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52431012;52431012;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Turvapalvelut;Security services;;;1.2.2024 7:30;1.2.2024 16:00;0.35.00;3.2.2024 3:22;3.2.2024 3:22;0;8.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;20012362;KH;Kiinteistöhuolto;Property maintenance;52415787;52415787;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;Laite tai johto viallinen // Viimeisen vessan oven lukko löysässä, Mod 30 uusi naisten wc, Kerros 1 / Pyyntö lähetetty palvelunapista // ;Laite tai johto viallinen;Lukko kiristetty;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;1.2.2024 8:17;1.2.2024 8:39;0.02.00;7.2.2024 9:33;;0;;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52431699;52431699;Tilaustyö;On-demand work;;;;;Lakko;;Siivouspalvelut;Cleaning services;;;1.2.2024 6:00;1.2.2024 13:30;0.31.00;3.2.2024 3:26;3.2.2024 3:26;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52429988;52429988;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.2.2024 5:00;1.2.2024 8:41;0.15.00;3.2.2024 3:18;3.2.2024 3:18;1;3.68;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52436307;52436307;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.2.2024 8:11;1.2.2024 10:41;0.10.00;5.2.2024 3:20;5.2.2024 3:20;1;2.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52434704;52434704;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Toimitilapalvelut;Workplace and premises services;;;1.2.2024 12:10;1.2.2024 16:00;0.16.00;3.2.2024 3:38;3.2.2024 3:38;0;3.83;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;3108277;KT;Kiinteistötekniikka;Technical services;52410797;52410797;Tilaustyö;On-demand work;;;4;Naisten WC, neuvotteluhuone Vaaran vieressä, viimeinen koppi //;WC-painike jää jumiin;WC-painike jää jumiin [NAME]: [NAME], neuvotteluhuone Vaaran vieressä, viimeinen koppi // Tehty työ: Ei havaittua vikaa. Asiakkaan järjestelmä: FIMX;Korjaus ja kunnossapito sähkö;Repairs and maintenance electrical;;;1.2.2024 8:03;1.2.2024 8:03;0.00.00;6.2.2024 16:22;;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52434710;52434710;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Toimitilapalvelut;Workplace and premises services;;;1.2.2024 8:00;1.2.2024 11:40;0.15.00;3.2.2024 3:39;3.2.2024 3:39;1;3.66;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52436301;52436301;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.2.2024 11:11;1.2.2024 13:57;0.12.00;5.2.2024 3:20;5.2.2024 3:20;1;2.76;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52432059;52432059;Tilaustyö;On-demand work;;;;;Lakko;;Siivouspalvelut;Cleaning services;;;1.2.2024 6:00;1.2.2024 13:30;0.31.00;3.2.2024 3:27;3.2.2024 3:27;0;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52430062;52430062;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.2.2024 9:11;1.2.2024 13:00;0.16.00;3.2.2024 3:19;3.2.2024 3:19;0;3.81;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52430362;52430362;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;1.2.2024 5:57;1.2.2024 8:11;0.09.00;3.2.2024 3:20;3.2.2024 3:20;1;2.23;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;100095322;3108483;KT;Kiinteistötekniikka;Technical services;52331994;52331994;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;3;"Ilmaa puhaltavat putket pitäisi muuttaa toisenlaisiksi. Näitä on nyt asennoitintehtaalla 3kpl jotka vaatii muutoksen. Fimx 9936591 [NAME] 	[PHONE]";Ilmaa puhaltavat putket pitäisi muuttaa toisenlaisiksi.;[NAME]: [NAME];Korjaus ja kunnossapito ilmanvaihto;Repairs and maintenance ventilation;;;31.1.2024 7:00;21.2.2024 15:24;21.35.00;22.1.2024 14:12;;1;16.15;TOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52426375;52426375;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 5:20;31.1.2024 13:20;0.33.00;2.2.2024 3:25;2.2.2024 3:25;0;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52427152;52427152;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 6:00;31.1.2024 7:58;0.08.00;2.2.2024 3:28;2.2.2024 3:28;0;1.96;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52426818;52426818;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 5:45;31.1.2024 9:07;0.14.00;2.2.2024 3:27;2.2.2024 3:27;0;3.36;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52415877;52415877;Tilaustyö;On-demand work;;;;;Dos lisenssi tammikuu 2024 (ei vielä sopimuksella);Dos lisenssi tammikuu 2024 (ei vielä sopimuksella);Siivouksen lisäpalvelut;Additional cleaning services;;;31.1.2024 10:11;31.1.2024 10:11;0.00.00;;;0;;TOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;3108277;KT;Kiinteistötekniikka;Technical services;6293496;6293496;EH-työ;Scheduled work;Manuaalinen osoitus;Manually assigned;5;Kiinteä laitosmies - helmikuu;Määräaikaishuollot, SÄ;Määräaikaishuollot, SÄ [NAME]: [NAME];Määräaikaishuollot sähkö;Periodic maintenance electrical;553719;Määräaikaishuollot, SÄ;31.1.2024 15:36;28.2.2024 6:45;;29.1.2024 0:00;27.2.2024 23:59;1;126.83;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52428445;52428445;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Turvapalvelut;Security services;;;31.1.2024 7:30;31.1.2024 16:00;0.35.00;2.2.2024 3:34;2.2.2024 3:34;1;8.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52426905;52426905;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 5:00;31.1.2024 13:00;0.33.00;2.2.2024 3:27;2.2.2024 3:27;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;20012362;KH;Kiinteistöhuolto;Property maintenance;52415565;52415565;Tilaustyö;On-demand work;;;3;;EP: Lumenpudotukset kohteella.; Lumenpudotukset kohteella.;Kiinteistöhuollon lisäpalvelut;Additional property maintenance services;;;31.1.2024 7:51;31.1.2024 7:51;0.00.00;7.2.2024 7:50;;0;;TOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52427119;52427119;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 5:00;31.1.2024 13:00;0.33.00;2.2.2024 3:28;2.2.2024 3:28;1;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52427219;52427219;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 6:35;31.1.2024 10:32;0.16.00;2.2.2024 3:29;2.2.2024 3:29;1;3.95;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52426801;52426801;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 9:37;31.1.2024 13:15;0.15.00;2.2.2024 3:27;2.2.2024 3:27;0;3.63;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52427319;52427319;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 5:30;31.1.2024 13:30;0.33.00;2.2.2024 3:29;2.2.2024 3:29;0;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52426351;52426351;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 4:30;31.1.2024 11:00;0.27.00;2.2.2024 3:25;2.2.2024 3:25;0;4.78;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52427012;52427012;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 5:20;31.1.2024 7:23;0.09.00;2.2.2024 3:28;2.2.2024 3:28;0;2.05;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52426661;52426661;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Toimitilapalvelut;Workplace and premises services;;;31.1.2024 8:00;31.1.2024 15:30;0.31.00;2.2.2024 3:26;2.2.2024 3:26;1;7.50;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52427070;52427070;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 6:00;31.1.2024 13:50;0.33.00;2.2.2024 3:28;2.2.2024 3:28;0;7.33;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;10108694;3108277;KT;Kiinteistötekniikka;Technical services;52416274;52416274;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;3;ATK töitä IQ-halli alustustilassa;KOONTI: ATK töitä IQ-halli alustustilassa;ATK töitä IQ-halli alustustilassa [NAME]: [NAME],johtokanavan asennus. Potentiaali kiskojen ja häntä kaapeleiden asennus 14.2 Oma työ osuus projektiin 8h Asiakkaan järjestelmä: FIMX;Korjaus ja kunnossapito sähkö;Repairs and maintenance electrical;;;31.1.2024 14:24;14.2.2024 15:02;14.03.00;7.2.2024 13:31;;0;7.88;TOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52427102;52427102;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 7:58;31.1.2024 14:00;0.25.00;2.2.2024 3:28;2.2.2024 3:28;1;5.53;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52424885;52424885;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 6:00;31.1.2024 13:51;0.33.00;2.2.2024 3:18;2.2.2024 3:18;1;7.35;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52427359;52427359;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 6:00;31.1.2024 13:22;0.31.00;2.2.2024 3:29;2.2.2024 3:29;1;6.86;EPÄTOSI;EPÄTOSI
100000413;Valmet Technologies Oy;998389833;Lentokentänkatu 11;Lentokentänkatu 11 33900 Tampere FINLAND;S10112596;20012381;SP;Siivouspalvelut;Cleaning services;52426991;52426991;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 6:00;31.1.2024 14:00;0.33.00;2.2.2024 3:28;2.2.2024 3:28;0;7.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;100095322;3108483;KT;Kiinteistötekniikka;Technical services;52402303;52402303;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;IV puolelta selvitys mistä johtuu. Tehdasalueen koneiden 301,302,304 LTO HS melkoa alhaisia. Smarttikin hälytellyt useean otteeseen. 301TK. 22, 302TK. 31, 304TK. 30 prosenttia. 2 konetta joilla paremmat hyötysuhteet on 303TK. 55 ja 305TK. 50 prosenttia  Huoltomies: [NAME] [PHONE];IV puolelta selvitys mistä johtuu. Tehdasalueen koneiden 301;[NAME]: [NAME],302,304 LTO HS melkoa alhaisia.  Smarttikin hälytellyt useean otteeseen.  301TK. 22, 302TK. 31, 304TK. 30 prosenttia.  2 konetta joilla paremmat hyötysuhteet on 303TK. 55 ja 305TK. 50 prosenttia Tehty työ:  Hyötysuhde selvitys. [NAME] ID: 9975398;Korjaus ja kunnossapito ilmanvaihto;Repairs and maintenance ventilation;;;31.1.2024 7:00;31.1.2024 8:50;0.08.00;6.2.2024 5:00;;0;1.77;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;2110550;SP;Siivouspalvelut;Cleaning services;52427060;52427060;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;31.1.2024 7:23;31.1.2024 13:20;0.25.00;2.2.2024 3:28;2.2.2024 3:28;0;5.45;EPÄTOSI;EPÄTOSI
